antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({49683}),frozenset({21903}),0.03168570283391925,0.07876932554369397,0.005143167671629127,0.16231824487489083,2.0606783637477206,1.0,0.002647306230023395,1.0997382583779907,0.5315659506446423,0.048837496908236466,0.09069272403516736,0.11380614357244404
frozenset({28204}),frozenset({24852}),0.029184122862969224,0.1538668669754,0.011051819465567703,0.3786928775437344,2.461172343258794,1.0,0.006561349915217488,1.3618597026210015,0.6115367302651288,0.06425507426351716,0.2657099713902799,0.22526001679817045
frozenset({16797}),frozenset({24852}),0.0465447557500035,0.1538668669754,0.013425113284161317,0.2884344985344629,1.8745718568545193,1.0,0.006263417542773045,1.1891148900303739,0.4893201424256314,0.07179722924546043,0.15903836678518363,0.1878429938737935
frozenset({16797}),frozenset({13176}),0.0465447557500035,0.12354868150162523,0.005734130530834423,0.12319606018845619,0.9971458917336612,1.0,-1.6412672893698597e-05,0.9995978333386084,-0.0029930200494204377,0.03488777511440401,-0.000402328464486984,0.08480398608315945
frozenset({39275}),frozenset({24852}),0.03257947310858511,0.1538668669754,0.006180527269110159,0.18970617629422346,1.2329241507500988,1.0,0.0011676258141828724,1.0442300166560778,0.1952822916535185,0.03428563171574462,0.042356584230086494,0.11493709775425572
frozenset({39275}),frozenset({21137}),0.03257947310858511,0.08618061843693417,0.007734938668474394,0.23741754947031782,2.754883334285386,1.0,0.004927219527627064,1.198322071178449,0.6584605186496332,0.06966834512752686,0.1654998067284331,0.1635850984884789
frozenset({39275}),frozenset({13176}),0.03257947310858511,0.12354868150162523,0.007120207055152301,0.21854887067759346,1.768929202815641,1.0,0.0030950561085689547,1.1215689447634973,0.44932502314641143,0.04778407576227706,0.1083918606440483,0.13808982603585826
frozenset({5876}),frozenset({47209}),0.028570042448390058,0.0695428161545477,0.0069176842461023316,0.24213069541631527,3.481749931987494,1.0,0.004930843036586318,1.227727760206061,0.7337514128284068,0.07585581468416618,0.18548718012846702,0.17080221938393858
frozenset({5876}),frozenset({13176}),0.028570042448390058,0.12354868150162523,0.007287890731455732,0.2550885510450619,2.0646804801531315,1.0,0.0037580996565116753,1.1765845722038217,0.5308293746149234,0.05032002212165561,0.15008234543911017,0.15703828000269962
frozenset({40706}),frozenset({24852}),0.02743337504261282,0.1538668669754,0.006095220233786861,0.2221826597828022,1.4439928761162364,1.0,0.0018741327654188955,1.0878301231858956,0.31614883747977424,0.03478907266307378,0.08073882246307923,0.13089812895608002
frozenset({40706}),frozenset({13176}),0.02743337504261282,0.12354868150162523,0.005421229534858506,0.19761438490297312,1.5994859880424832,1.0,0.0020318722192041003,1.0923068684280832,0.38537118171293416,0.037243739584614875,0.08450635173696214,0.12074684194417334
frozenset({40706}),frozenset({21137}),0.02743337504261282,0.08618061843693417,0.005070559011792884,0.1848317607263664,2.144702185696472,1.0,0.002706333784808156,1.1210193645146636,0.5487899577244227,0.04671456211659893,0.10795474935177217,0.12183409007064458
frozenset({40706}),frozenset({21903}),0.02743337504261282,0.07876932554369397,0.00518516999054785,0.18900955432911992,2.399532470597007,1.0,0.0030242615410540317,1.1359328329623308,0.5997040554879972,0.05132940747975027,0.11966625932260427,0.12741841426096748
frozenset({37646}),frozenset({24852}),0.023718611813591754,0.1538668669754,0.0055270493305839725,0.23302583532383386,1.5144640292252762,1.0,0.001877540841820899,1.1032094325913269,0.3479533660051381,0.03212309532280163,0.09355379816586433,0.13447340986933815
frozenset({37646}),frozenset({13176}),0.023718611813591754,0.12354868150162523,0.006172712884195048,0.2602476457183648,2.1064380659937787,1.0,0.003242309667576915,1.184790171231677,0.5380261747661685,0.04374875962874246,0.15596869025303775,0.1551047162575221
frozenset({30391}),frozenset({13176}),0.026175584670651352,0.12354868150162523,0.007011456865083668,0.26786247387799783,2.168072298484822,1.0,0.00377749789149054,1.1971129565517236,0.5532422070994951,0.049129835640691025,0.16465694024355582,0.16230651694954049
frozenset({30391}),frozenset({47209}),0.026175584670651352,0.0695428161545477,0.005683662628257663,0.2171360334361628,3.122335928323825,1.0,0.003863338755768759,1.1885298386250096,0.6979974578563456,0.06312744105308837,0.15862440512483608,0.14943250094910995
frozenset({30391}),frozenset({21903}),0.026175584670651352,0.07876932554369397,0.005148702860943997,0.1966986764852224,2.497148161769039,1.0,0.0030868697107249354,1.1468058715819593,0.6156584034453829,0.05159216965742251,0.1280128356680353,0.13103149481438464
frozenset({30391}),frozenset({21137}),0.026175584670651352,0.08618061843693417,0.0053902975945695234,0.20592845059209872,2.3894984084245627,1.0,0.003134469519704456,1.1508023203254851,0.5971324177730906,0.05039267015706806,0.13104102908206958,0.13423748425110124
frozenset({24964}),frozenset({21903}),0.03574364780046228,0.07876932554369397,0.006836284403236588,0.19125872214833575,2.4280863245711433,1.0,0.0040207813735228335,1.1390919440929959,0.6099550465769238,0.0634889916329758,0.12210774100746377,0.13902369228146283
frozenset({24964}),frozenset({47209}),0.03574364780046228,0.0695428161545477,0.005762132076780239,0.16120716354825193,2.318099445239534,1.0,0.003276418149099787,1.1092812711437328,0.589689786325059,0.05789671699409484,0.0985153846788178,0.12203224684267042
frozenset({24964}),frozenset({22935}),0.03574364780046228,0.03693143430755921,0.00718695492630221,0.2010694310335404,5.444398107018147,1.0,0.005866890745646904,1.205447135335326,0.8465850035626477,0.1097443954437655,0.17043230624806752,0.1978360397281503
frozenset({22935}),frozenset({24964}),0.03693143430755921,0.03574364780046228,0.00718695492630221,0.1946026484227602,5.444398107018147,1.0,0.005866890745646904,1.1972430134159224,0.8476291267748088,0.1097443954437655,0.16474768380828309,0.1978360397281503
frozenset({24964}),frozenset({24852}),0.03574364780046228,0.1538668669754,0.006221227190543031,0.1740512671026982,1.1311809392370695,1.0,0.0007214640892137525,1.0244378365428255,0.12026690893872763,0.03392361283724762,0.023854875006663237,0.10724190009669206
frozenset({24964}),frozenset({13176}),0.03574364780046228,0.12354868150162523,0.006941127400847665,0.194191914591266,1.5717845972213915,1.0,0.0025250468430420827,1.0876675654772168,0.3772653463817085,0.04556004359812783,0.0806014339857163,0.12518661482626944
frozenset({26209}),frozenset({24964}),0.04578806281072355,0.03574364780046228,0.005192007577348573,0.11339216508920763,3.172372493210978,1.0,0.003555375186776625,1.0875793267680272,0.7176377472485179,0.06801189120485884,0.08052684030716886,0.1293244780336818
frozenset({24964}),frozenset({26209}),0.03574364780046228,0.04578806281072355,0.005192007577348573,0.14525679097815594,3.1723724932109785,1.0,0.003555375186776625,1.1163726451611857,0.710162295991235,0.06801189120485884,0.10424175625011269,0.1293244780336818
frozenset({24964}),frozenset({21137}),0.03574364780046228,0.08618061843693417,0.005088141377851884,0.14235092641512873,1.65177425037045,1.0,0.002007731705216083,1.0654933465308944,0.40921731234682607,0.043549384952373524,0.06146762600079308,0.10069568173312135
frozenset({9076}),frozenset({24852}),0.018215982435867507,0.1538668669754,0.005302711363645984,0.2911021342008365,1.8919091544729867,1.0,0.002499875217360135,1.1935896182600674,0.4801803511815152,0.03179462150422178,0.1621911042945137,0.1627825590644867
frozenset({19057}),frozenset({13176}),0.02447367675601439,0.12354868150162523,0.0076073037148609085,0.31083616044701656,2.515900264325586,1.0,0.004583613220158358,1.2717604554917925,0.6176439833720172,0.054177265675905674,0.21368839887909716,0.18620474513324606
frozenset({26209}),frozenset({47766}),0.04578806281072355,0.057570852865225626,0.007166442165900043,0.1565133295882014,2.7186210000154394,1.0,0.004530384338840168,1.1173017668135419,0.662501096813626,0.07450106962008178,0.10498664756261648,0.1404968593477302
frozenset({47766}),frozenset({26209}),0.057570852865225626,0.04578806281072355,0.007166442165900043,0.124480389107259,2.7186210000154394,1.0,0.004530384338840168,1.0898807123421201,0.6707840657332153,0.07450106962008178,0.08246839431534604,0.1404968593477302
frozenset({26209}),frozenset({47209}),0.04578806281072355,0.0695428161545477,0.006521755410403356,0.14243352983424237,2.0481415293523173,1.0,0.0033375245762843255,1.0849971590722358,0.536309043044247,0.05993757873727112,0.07833860057745733,0.11810698141273884
frozenset({26209}),frozenset({13176}),0.04578806281072355,0.12354868150162523,0.0067988404755183465,0.14848499932445408,1.2018339452898235,1.0,0.0011417856867398518,1.0292846488940839,0.17599685124794492,0.04182926145241548,0.028451457937849044,0.1017573237497221
frozenset({26209}),frozenset({24852}),0.04578806281072355,0.1538668669754,0.010344943230121589,0.22593100898120563,1.468353866055693,1.0,0.0032996774605627286,1.0930978282839596,0.3342708711471685,0.05464552302982354,0.08516879813960727,0.14658204401426622
frozenset({26209}),frozenset({21903}),0.04578806281072355,0.07876932554369397,0.006764652541514734,0.1477383432768956,1.8755821794480643,1.0,0.0031579577159617433,1.0809246986405365,0.4892332560311705,0.05742843558926617,0.07486617591615252,0.11680880895806867
frozenset({26209}),frozenset({47626}),0.04578806281072355,0.04970502324942312,0.008922399576199858,0.19486300639279797,3.920388597646608,1.0,0.006646502849646798,1.1802897945268085,0.7806685458790125,0.10306490497628638,0.15275044769754093,0.18718500287214263
frozenset({47626}),frozenset({26209}),0.04970502324942312,0.04578806281072355,0.008922399576199858,0.1795069993514873,3.920388597646608,1.0,0.006646502849646798,1.1629738906182905,0.7838863339182602,0.10306490497628638,0.14013546815883046,0.18718500287214263
frozenset({26209}),frozenset({21137}),0.04578806281072355,0.08618061843693417,0.0061860624584250306,0.1351020785482162,1.5676619754948975,1.0,0.002240018888367689,1.0565632763103008,0.3794831828902299,0.049180582484060785,0.05353515267711117,0.10344114177407977
frozenset({8277}),frozenset({24852}),0.027682458561781993,0.1538668669754,0.005675848243342551,0.2050341096212656,1.332542305251761,1.0,0.001416435074264818,1.0643640730566297,0.25665975561889526,0.03227233765247994,0.0604718579722347,0.12096107838410945
frozenset({8277}),frozenset({47209}),0.027682458561781993,0.0695428161545477,0.005052976645733883,0.1825335215243472,2.624764592775419,1.0,0.0031278605192659927,1.1382205978408995,0.6366371336479655,0.05482099016196548,0.12143568487786227,0.12759672929914267
frozenset({8277}),frozenset({13176}),0.027682458561781993,0.12354868150162523,0.007715402706186616,0.27871089155492823,2.255879125276314,1.0,0.0042952714501550745,1.215117916292672,0.5725638117168368,0.05375997676813968,0.17703460166976828,0.17057958598038941
frozenset({8277}),frozenset({21137}),0.027682458561781993,0.08618061843693417,0.005167262025117387,0.1866619618913197,2.165938992743669,1.0,0.002781570626408212,1.1235419207591013,0.5536323844633495,0.047538739429595044,0.10995755340898399,0.12331023915264708
frozenset({30489}),frozenset({24852}),0.02321979357651048,0.1538668669754,0.005929164554340744,0.25534958072748687,1.6595488408060701,1.0,0.0023564076649075587,1.1362823562917355,0.40687412565953784,0.034641571026634635,0.11993705220988718,0.14694198112057053
frozenset({44359}),frozenset({13176}),0.02217038680228532,0.12354868150162523,0.005049069453276328,0.2277393488126184,1.8433167075896522,1.0,0.002309947395472943,1.1349164523024653,0.46787254302585374,0.03589300842063356,0.11887787160786428,0.13430319660949802
frozenset({45007}),frozenset({13176}),0.034130302914863256,0.12354868150162523,0.007368964974950013,0.2159068143441802,1.74754446360757,1.0,0.0031522110505675808,1.117789740469822,0.44288426835662204,0.049025108255115996,0.1053773676794648,0.1377755181221494
frozenset({45007}),frozenset({21903}),0.034130302914863256,0.07876932554369397,0.006647111168416601,0.1947568758764775,2.4724964258890894,1.0,0.00395869022721085,1.144040410725682,0.6165950529617202,0.06255956412087188,0.1259050024590609,0.13957196392399443
frozenset({45007}),frozenset({24852}),0.034130302914863256,0.1538668669754,0.006289928657921719,0.18429161538975225,1.1977342426762774,1.0,0.0010384058794903478,1.037298560353636,0.17092393321075003,0.03461572920959736,0.03595740106003826,0.11258532395189896
frozenset({45007}),frozenset({47209}),0.034130302914863256,0.0695428161545477,0.005360668051766393,0.15706476632036862,2.2585333037321567,1.0,0.002987150670859034,1.1038299820304875,0.5769254170764554,0.05452684778252849,0.09406338269548811,0.11707459606002699
frozenset({27086}),frozenset({24852}),0.022537011694552626,0.1538668669754,0.005045813459561697,0.22389008480575578,1.455089644748216,1.0,0.0015781140791329344,1.090223325922631,0.319968246825089,0.02944602259232165,0.08275673779615479,0.12834172857303439
